sku_id,category,original_price,condition_grade,return_reason_code,estimated_refurb_cost,resale_value_estimated,inbound_shipping_cost,hazardous_goods_flag,co2_saved_refurb_vs_landfill,final_decision,customer_latitude,customer_longitude
PRD-113,Beauty,3633,A,04,4233,13336,312,Yes,4.356311141926497,keep_it,21.72841904667102,96.86671216691467
PRD-114,Electronics,20840,C,03,3776,16138,283,Yes,1.5986767350880684,keep_it,16.685777211127693,73.89705090519058
PRD-115,Beauty,20139,B,01,2231,5349,41,Yes,1.7345661695523686,refurbish,15.385696500052703,93.90717465847223
PRD-116,Kitchen,22828,A,02,3655,6951,113,Yes,1.5929297412852284,liquidate,12.419995964869726,86.0103193422697
PRD-117,Beauty,4864,A,04,3436,15223,275,No,4.515648612615945,keep_it,13.701228336961453,70.8089269434772
PRD-118,Apparel,7640,B,03,3657,987,52,No,2.8209770717120377,refurbish,14.29148763134856,81.15003024096484
PRD-119,Beauty,3383,D,04,2159,18573,105,Yes,4.031617155746245,keep_it,30.532778409613183,95.52369441949972
PRD-120,Beauty,999,A,04,846,7378,455,No,0.4930512775338999,liquidate,34.7328521373761,68.1152953035686
PRD-121,Electronics,24752,A,01,2363,15293,284,No,1.9134203828933578,keep_it,33.47965471472034,75.73646570197643
PRD-122,Kitchen,3822,A,04,3445,19909,249,No,4.037847695218404,recycle,17.621008740070423,80.90649501564563
PRD-123,Beauty,5953,C,02,1483,14219,288,Yes,2.2883784707214114,recycle,27.989735889034073,83.50605183477359
PRD-124,Electronics,2961,B,03,1355,23021,65,No,3.670405394129361,recycle,24.516619056129414,80.52644885609577
PRD-125,Kitchen,2482,D,02,181,17560,91,Yes,3.02389815388265,keep_it,8.823853087046698,93.44841263477576
PRD-126,Beauty,18789,B,01,4701,12321,64,No,0.6936132428550524,recycle,12.218538446080489,75.15668519626183
PRD-127,Apparel,25279,D,02,4467,18923,358,No,1.4262604945183963,donate,12.155749816306038,68.57594898975405
PRD-128,Apparel,29261,A,02,3105,18805,261,Yes,0.3410982009812408,keep_it,31.54369221817992,95.36752013490147
PRD-129,Beauty,29891,B,02,2903,22201,462,Yes,1.8547052687133914,donate,34.85582245854377,94.03391651980834
PRD-130,Kitchen,20073,D,02,137,6986,190,No,0.5072875325272853,liquidate,22.315016764079026,79.80801843878838
PRD-131,Apparel,4777,C,02,3851,1864,239,Yes,1.1602283107872602,refurbish,17.777808104885345,94.51680342914477
PRD-132,Beauty,27552,D,01,2321,1489,47,Yes,1.3749892332263882,keep_it,31.881826020671493,83.70030204645566
PRD-133,Kitchen,20110,B,02,1443,5933,456,No,2.8212017907743747,liquidate,9.797449684694369,94.695962372213
PRD-134,Beauty,28981,D,04,3441,14537,332,Yes,3.9523071947069806,liquidate,15.225097074675727,76.08546851645912
PRD-135,Beauty,26797,D,03,2989,3655,380,Yes,0.728033431866878,recycle,34.93138425736299,70.06973704416961
PRD-136,Apparel,13093,C,03,1096,418,359,Yes,1.5773692944875208,liquidate,17.441529217619273,86.24954387178677
PRD-137,Apparel,24504,B,02,124,9594,59,No,1.7032329924279284,keep_it,36.57687675546662,74.61820811135313
PRD-138,Beauty,2948,A,01,4006,16219,422,Yes,3.8823906045125685,refurbish,17.236201546912014,92.14901768954978
PRD-139,Beauty,21957,A,01,4633,9217,43,Yes,2.9760992358535425,refurbish,34.93136995561022,68.43544803831917
PRD-140,Beauty,2136,D,03,4960,20805,200,Yes,1.2047206130917274,refurbish,19.428217059627098,82.02431530061192
PRD-141,Apparel,13742,B,04,1417,23562,327,Yes,2.0672007278211852,keep_it,33.296495069853414,84.42296777495955
PRD-142,Apparel,13529,A,04,4689,4097,401,No,3.7851152935318773,refurbish,15.558719558107857,88.90636768850256
PRD-143,Electronics,11318,D,04,157,3828,116,Yes,3.384026269194031,recycle,10.723233114926535,79.52399198282903
PRD-144,Electronics,3586,B,04,3917,10002,264,No,2.746015173147514,refurbish,26.817386621333338,70.38275209505007
PRD-145,Electronics,6033,C,04,3892,5616,395,Yes,1.6671204648967677,liquidate,29.687163780755498,78.98606328213205
PRD-146,Kitchen,8432,A,01,1286,1063,434,No,2.5624015100955377,refurbish,30.16714643957615,79.04580170707138
PRD-147,Electronics,29527,B,02,3058,21277,303,No,0.12277025420520268,recycle,16.876987890699006,84.9158315072495
PRD-148,Electronics,14405,A,03,516,17934,352,No,1.9203675087286278,liquidate,35.90524224904968,82.9960926201885
PRD-149,Apparel,2203,C,03,3079,18836,76,No,3.9874659887062243,keep_it,22.207311130386913,79.64376279241421
PRD-150,Kitchen,11174,B,03,3976,15901,124,No,1.5533572517753196,recycle,30.247992913237496,76.63262577324988
PRD-151,Kitchen,16932,C,02,3666,12934,438,No,3.3778813286510885,donate,34.70597260840332,70.72372111069322
PRD-152,Beauty,18508,A,03,3593,7042,434,Yes,4.531989018197067,donate,28.419605067004717,70.09978247214616
PRD-153,Kitchen,11863,A,02,2576,4599,78,No,3.5776276863183547,donate,36.61471276046697,77.65770551348872
PRD-154,Electronics,20069,B,02,1963,23923,159,No,0.9086720974351892,donate,21.026887781174125,72.79087785217502
PRD-155,Kitchen,11578,C,04,773,10859,491,Yes,2.9326307021590567,refurbish,19.38089418880643,86.54788454181669
PRD-156,Kitchen,16194,D,02,1963,8263,109,Yes,3.064428873042833,liquidate,32.80733116787195,91.01566666699655
PRD-157,Apparel,27972,B,03,773,13705,162,No,1.1952796897802294,liquidate,29.608244234374183,94.7156972284421
PRD-158,Beauty,14644,D,02,4840,2897,447,Yes,0.8224192444965849,refurbish,17.33182479305144,83.96995946756847
PRD-159,Beauty,29529,A,02,1929,13243,123,Yes,0.3294602566383634,liquidate,26.023601252492693,78.76310666478835
PRD-160,Beauty,2710,D,04,3996,23097,31,Yes,3.126403428630495,keep_it,30.999712269185725,85.6009837911981
PRD-161,Electronics,25265,D,04,3042,7232,297,Yes,3.8653879182810083,refurbish,24.539528604881085,84.08005667356913
PRD-162,Electronics,25258,A,03,454,8706,396,No,3.3161425712484682,recycle,24.87807007329797,76.43696066419011
PRD-163,Electronics,5630,C,04,4718,23749,145,No,1.4713648667745214,recycle,31.772429666435002,90.4025844651103
PRD-164,Electronics,27117,A,01,3034,128,464,No,1.6539686317362166,liquidate,14.555777378337526,91.94438717719024
PRD-165,Electronics,27355,C,04,4775,16208,424,No,3.4646810313316645,recycle,13.930591883876788,69.36400453157643
PRD-166,Electronics,17698,D,03,2598,12840,315,Yes,3.742078584529921,donate,21.31714970661099,80.00524500375997
PRD-167,Apparel,11336,B,01,246,18229,115,No,0.9266138136430958,recycle,30.790497172874442,73.89159522008462
PRD-168,Apparel,29449,B,01,982,23021,278,No,3.301853723444275,donate,11.890413161899232,86.20062889829961
PRD-169,Electronics,15058,C,04,2889,22932,498,Yes,3.2904983557898713,keep_it,22.759760151344388,80.3604425668824
PRD-170,Electronics,13032,A,01,4594,4185,183,Yes,3.2863388557329998,refurbish,11.070008069420645,77.72902272017038
PRD-171,Kitchen,23075,A,01,1221,15785,438,Yes,2.010347601020167,liquidate,17.930021905353108,79.09321408574257
PRD-172,Beauty,28900,D,03,354,10809,427,No,1.2955006086071268,keep_it,11.594590240827907,83.69465924688905
PRD-173,Kitchen,11492,A,04,1899,10847,278,No,4.166041262646343,liquidate,35.96621640493693,86.8074415446906
PRD-174,Apparel,21735,D,04,1735,14678,196,No,0.5176891240813389,donate,15.421517405636315,69.42400149999601
PRD-175,Electronics,12144,C,02,2843,20384,469,Yes,0.8452660655793784,refurbish,30.384579744535767,74.0688577726634
PRD-176,Kitchen,23547,C,02,2369,18597,290,No,2.263088985578826,donate,34.54056286512363,81.41025498772927
PRD-177,Apparel,11186,C,01,1327,7973,95,Yes,2.910990194321975,keep_it,8.150651125484801,74.91145614651727
PRD-178,Electronics,4431,D,02,949,128,127,Yes,2.8330013468697177,recycle,24.243543792867246,68.81756385462513
PRD-179,Apparel,23258,A,01,2911,13147,355,No,4.118442536343919,recycle,29.432229718489367,92.84347102314732
PRD-180,Apparel,7892,D,04,181,20746,379,No,4.659529691961782,refurbish,11.62197423362963,86.58105018697825
PRD-181,Kitchen,21627,A,01,3326,9133,428,Yes,0.8043105550176507,refurbish,21.99622374015339,84.97986556234184
PRD-182,Beauty,18537,D,02,2847,16029,412,No,4.140364796661381,recycle,28.703649344305628,74.25436382670114
PRD-183,Kitchen,28088,C,04,4279,23242,465,No,0.15534464245273924,recycle,35.57606861708993,70.87326827646183
PRD-184,Kitchen,25617,C,04,4914,8828,481,Yes,1.0007425121665159,refurbish,32.837206001015105,83.03030296700453
PRD-185,Electronics,22011,D,02,4216,9558,385,Yes,0.5137616452338045,donate,8.204399888526307,94.5419849742165
PRD-186,Electronics,5555,D,04,2852,21030,474,Yes,3.1904028775615068,donate,36.47985132217907,93.97285271813067
PRD-187,Beauty,16575,A,04,1955,11591,298,No,2.6853505286388297,donate,31.635253917066304,70.32288733568507
PRD-188,Kitchen,11011,D,01,4231,20281,398,Yes,0.5494616871902813,keep_it,13.351306001059958,80.4441865452097
PRD-189,Apparel,23346,A,01,3868,10422,52,No,1.1859873237155087,refurbish,12.360678344498574,75.22831594127376
PRD-190,Electronics,15394,C,01,1511,10100,47,No,2.988733032538549,recycle,22.67714228820123,90.53655579882442
PRD-191,Beauty,8176,C,02,326,2672,357,No,2.5467896874688063,donate,13.29383984900944,80.578674665839
PRD-192,Kitchen,13168,C,03,3446,2548,367,Yes,1.8062912212181605,refurbish,29.248879325527174,81.83144893687538
PRD-193,Beauty,15907,D,04,3462,23441,141,No,2.7528052646940924,liquidate,33.13274447711693,92.05464265638136
PRD-194,Beauty,6387,C,03,1173,12478,311,No,2.0999229810090756,liquidate,17.88594028806566,94.13345437440663
PRD-195,Kitchen,13300,A,02,4876,10166,345,No,0.8193038297768844,keep_it,14.857961902895106,82.19483164914296
PRD-196,Kitchen,23936,A,03,3663,20214,393,No,1.4348799555451501,liquidate,20.24998520782899,73.02066729539061
PRD-197,Electronics,21001,D,03,659,14496,159,No,1.2191868964439043,refurbish,31.030763362384313,80.48531592270164
PRD-198,Apparel,10820,C,04,2870,8188,405,No,1.1800959482606352,refurbish,24.83759060684103,74.16323130669474
PRD-199,Apparel,26025,C,01,1279,20588,470,Yes,0.4099756175232542,recycle,16.796145836101886,92.06237454636165
PRD-200,Apparel,22142,A,02,1971,11537,293,Yes,0.14285515416200378,liquidate,29.90001134308403,71.98269149541235
PRD-201,Beauty,27514,A,01,2472,14727,384,No,3.523260004705896,keep_it,35.90190402373246,79.37921888772995
PRD-202,Apparel,3854,D,02,2446,5878,303,Yes,4.649933477039873,liquidate,14.160884180072918,73.25453630931466
PRD-203,Apparel,23793,A,04,953,17604,23,Yes,2.838753988647443,recycle,34.65333687648369,74.15949799648553
PRD-204,Electronics,8128,B,04,3795,18465,170,Yes,3.4122107702126265,refurbish,15.097420911725003,91.92473522622225
PRD-205,Kitchen,8546,C,02,4825,8710,461,Yes,4.438024713151303,donate,10.88429905204292,94.63240575653316
PRD-206,Electronics,28620,B,04,4667,24375,343,Yes,0.3295028516460369,keep_it,32.245497883505905,71.11416602021987
PRD-207,Beauty,2603,D,03,257,5795,261,Yes,4.175249026063934,liquidate,14.607772988815613,88.75467319007073
PRD-208,Kitchen,29942,A,04,2152,16830,151,No,3.341889541682874,recycle,23.478008994454136,87.07990703700449
PRD-209,Kitchen,2480,D,02,2117,288,375,Yes,2.3721064727189956,recycle,34.33155646765998,91.35899803448697
PRD-210,Kitchen,13066,A,02,197,13190,21,Yes,4.317555927117645,donate,9.89524370540429,78.07745136299958
PRD-211,Apparel,25352,D,04,3295,17793,301,Yes,4.093811462472589,refurbish,10.384812094321171,87.94780148778607
PRD-212,Electronics,20480,B,01,2786,6103,178,No,2.7220389613843294,keep_it,26.785733902959752,82.23553696190163
PRD-213,Electronics,2357,B,01,4443,6505,40,No,1.6495558615699297,refurbish,35.67406574187738,77.44017194160057
PRD-214,Kitchen,2437,D,01,3716,7149,391,Yes,0.8963579187398879,liquidate,24.789417804595775,76.21253904161246
PRD-215,Kitchen,29043,D,04,276,17427,400,Yes,4.851464037465106,liquidate,18.560632067403798,83.20782074631931
PRD-216,Apparel,9348,A,04,3110,6525,476,No,2.1058733002683225,refurbish,11.616735785507831,75.11017169252024
PRD-217,Electronics,24325,D,03,3129,14876,297,Yes,2.2483344221867854,recycle,17.64737421698972,77.11593092632789
PRD-218,Kitchen,20095,A,04,1966,21433,383,No,2.214404372761248,liquidate,25.751081300885996,89.77660984874281
PRD-219,Electronics,21847,D,02,2290,16381,98,Yes,2.6970381631086684,refurbish,21.279245632310953,94.38433735713787
PRD-220,Kitchen,20961,D,02,3922,18852,148,No,2.1160653113209245,liquidate,19.165356208380786,82.68104793014736
PRD-221,Kitchen,10424,B,04,4318,12001,136,Yes,0.7318763965788725,refurbish,22.215922453882904,75.1757935427577
PRD-222,Electronics,18081,B,03,4214,23883,348,Yes,1.0302932691506677,liquidate,33.522782375553724,89.48805460429794
PRD-223,Electronics,26845,D,04,1340,7705,496,Yes,0.4585908330704158,liquidate,14.57866005257732,86.60472851950902
PRD-224,Kitchen,14169,B,02,3160,3451,204,Yes,2.9922089418588915,donate,31.08199940345934,91.35188156795685
PRD-225,Kitchen,7501,C,03,4179,1572,472,Yes,1.559960104391076,liquidate,30.21808560944132,68.97236411983822
PRD-226,Kitchen,24486,D,01,4975,23363,416,Yes,1.7461934064895623,refurbish,20.643972601983712,74.41119959215654
PRD-227,Apparel,17627,C,02,3532,6388,126,No,0.6110646722819977,liquidate,15.243714644555638,77.90058669480794
PRD-228,Apparel,16995,A,04,4936,24274,203,Yes,4.193407770492564,keep_it,19.42258729530743,73.82445355651956
PRD-229,Kitchen,23872,B,01,3740,21447,214,Yes,1.643409185960302,refurbish,29.78947250167845,70.81161088176452
PRD-230,Beauty,6191,A,02,2243,24938,487,Yes,3.4159707226626566,refurbish,28.384645075274815,79.09440950321616
PRD-231,Apparel,22229,D,04,4356,7129,112,No,4.272192312811319,recycle,15.693156284841805,94.84788977164199
PRD-232,Electronics,4967,B,02,3346,12186,374,No,1.9643693510063591,liquidate,36.855849118957906,79.4246528076886
PRD-233,Beauty,5671,A,03,1600,15832,275,No,2.320292467277089,recycle,11.41964567257217,85.80186316177898
PRD-234,Electronics,1723,D,01,1417,22919,148,No,0.6695679375996805,keep_it,26.12282129140365,82.56384654451594
PRD-235,Electronics,13193,D,01,2626,5035,457,No,2.2971549730915943,donate,8.22762064080514,95.69536235791018
PRD-236,Electronics,11122,D,01,2894,16626,381,No,0.7909462706542394,recycle,23.935452548290492,75.16277671646482
